Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,axes_0,axes_1,axes_2,axes_3,axes_4,axes_5
1649289005.1028123,447,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.1954403,448,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.2957287,449,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.3949234,450,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.4952357,451,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.5950575,452,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.6952567,453,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.7955487,454,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.8954444,455,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289005.9949555,456,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.095388,457,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.1952472,458,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.2953658,459,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.3951256,460,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.4963472,461,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.5955107,462,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.6958516,463,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.7972116,464,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.8953633,465,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289006.995356,466,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.0954027,467,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.1960864,468,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.2955494,469,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.395871,470,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.4953911,471,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.5957375,472,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.6958432,473,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.8019164,474,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.896042,475,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289007.995529,476,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.0965657,477,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.195758,478,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.2971027,479,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.3954673,480,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.4951465,481,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.5953135,482,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.6950145,483,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.8086414,484,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.8955052,485,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289008.9953446,486,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.095558,487,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.1957,488,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.2950447,489,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.3958724,490,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.4960656,491,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.5957627,492,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.6958458,493,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.8018436,494,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.8968828,495,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289009.9959266,496,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.0964243,497,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.1962986,498,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.2959185,499,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.3958187,500,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.495551,501,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.5957153,502,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.6954775,503,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.7968242,504,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.8957176,505,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289010.9960356,506,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.095206,507,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.1958635,508,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.2962377,509,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.3952541,510,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.4959414,511,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.5983582,512,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.6953576,513,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.802548,514,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.8988311,515,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289011.9958236,516,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.0957806,517,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.1958878,518,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.2956629,519,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.3954961,520,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.4954965,521,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.5955405,522,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.6954467,523,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.797125,524,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.8969934,525,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289012.995201,526,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.096185,527,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.196302,528,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.2955801,529,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.395892,530,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.4959588,531,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.5965059,532,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.6970685,533,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.8041012,534,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.8966355,535,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289013.995514,536,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.0953474,537,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.1959612,538,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.2958589,539,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.3957012,540,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.4960487,541,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.5953221,542,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.695266,543,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.7968805,544,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.8977194,545,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289014.995177,546,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.0970292,547,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.1956851,548,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.2950845,549,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.3952837,550,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.495231,551,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.5954256,552,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.6956983,553,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.7978897,554,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.895548,555,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289015.9962645,556,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.0967295,557,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.1967673,558,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.2973022,559,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.3953342,560,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.4952364,561,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.595376,562,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.6953514,563,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.7966988,564,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.8953025,565,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289016.9954379,566,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.0986168,567,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.1952057,568,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.2991197,569,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.3955276,570,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.4965856,571,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
1649289017.5952907,572,0,0,,0.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
